STK,EXP,NIFTY,SYMBOL,OI,CHNGOI,OICHNGPER,TTV,IV,LTP,CHNG,PCHNG,TBQ,TSQ,BQ,BP,AQ,AP,SPOT
18250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18250.00,33516,13050,63.76429199648197,330340,19.53,15.05,2.1000000000000014,16.216216216216228,205050,143500,50,15.1,300,15.6,17929.65
18250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18250.00,1295,-7,-0.5376344086021505,1697,0.0,268.9,-290.70000000000005,-51.94781987133668,130400,16100,300,268.05,200,273.65,17929.65
18300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18300.00,89953,18536,25.95460464595265,643800,19.64,10.35,-0.25,-2.358490566037736,424600,313400,50,10.0,500,10.4,17929.65
18300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18300.00,7769,-994,-11.343147323975808,6828,0.0,315.0,-283.54999999999995,-47.37281764263636,130400,22350,5050,315.0,300,316.55,17929.65
18350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18350.00,35831,18739,109.63608705827288,205019,19.77,7.0,-2.0500000000000007,-22.651933701657462,207350,83600,2650,6.5,1100,7.0,17929.65
18350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18350.00,807,-300,-27.100271002710027,772,0.0,363.4,-277.0,-43.25421611492818,113250,16450,750,359.35,50,376.8,17929.65
18400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18400.00,63309,-777,-1.2124332927628498,489098,20.02,4.8,-2.75,-36.42384105960265,324050,180100,50,4.75,2500,4.9,17929.65
18400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18400.00,2500,-315,-11.190053285968029,1250,0.0,410.15,-300.05000000000007,-42.24866234863419,125350,18700,50,408.05,50,411.1,17929.65
18450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18450.00,13469,3347,33.06658763090299,93189,20.73,3.7,-3.05,-45.18518518518518,100450,53650,2000,3.65,100,3.7,17929.65
18450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18450.00,201,-22,-9.865470852017935,66,0.0,465.8,-289.1,-38.29646310769638,127450,16000,100,453.9,1800,484.35,17929.65
18500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18500.00,98066,11730,13.586452928094886,531954,21.69,3.1,-2.95,-48.7603305785124,490350,257150,2450,3.1,50,3.25,17929.65
18500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18500.00,2565,-175,-6.386861313868613,2160,0.0,505.8,-296.05,-36.920870486998815,95050,20100,250,505.65,250,509.6,17929.65
18550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18550.00,10886,1446,15.317796610169491,57975,23.08,2.95,-2.7,-47.78761061946903,66850,65400,800,2.6,50,2.9,17929.65
18550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18550.00,81,-5,-5.813953488372093,7,0.0,590.15,-263.5,-30.867451531658176,33800,16200,400,544.35,50,587.9,17929.65
18600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18600.00,49490,2294,4.860581405203831,248620,23.61,2.25,-2.8,-55.44554455445544,327550,122550,500,2.25,1000,2.3,17929.65
18600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18600.00,1382,18,1.3196480938416422,262,0.0,609.8,-286.5,-31.964743947339063,40350,16200,100,604.25,200,609.65,17929.65
18650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18650.00,8545,1621,23.411322934719816,30278,25.17,2.3,-2.5,-52.083333333333336,18300,43350,50,2.1,400,2.3,17929.65
18650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18650.00,66,-14,-17.5,25,0.0,664.5,-247.54999999999995,-27.142152294282106,38200,15500,400,644.8,300,689.35,17929.65
18700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18700.00,39963,-32255,-44.66338032069567,259277,25.52,1.7,-2.6499999999999995,-60.91954022988505,391500,114900,1250,1.6,900,1.7,17929.65
18700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18700.00,360,-10,-2.702702702702702,95,0.0,707.15,-281.70000000000005,-28.48763715427012,16550,15700,100,703.55,50,733.75,17929.65
18750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18750.00,8651,2794,47.7036025268909,23609,27.14,1.8,-2.3500000000000005,-56.62650602409639,36950,42050,50,1.75,1500,2.15,17929.65
18750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18750.00,18,-2,-10.0,2,73.66,928.0,-57.0,-5.786802030456853,9250,9250,400,714.85,650,787.2,17929.65
18800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18800.00,32527,-12494,-27.751493747362343,153614,28.32,1.7,-2.1,-55.26315789473684,238650,71000,3600,1.6,2850,1.85,17929.65
18800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18800.00,54,-5,-8.474576271186441,21,0.0,827.55,-264.95000000000005,-24.2517162471396,16450,15350,200,803.1,600,813.95,17929.65
18850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18850.00,5411,1755,48.00328227571116,10914,30.25,1.95,-1.8,-48.00000000000001,116300,36750,50,1.6,1800,1.9,17929.65
18850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18850.00,18,0,0.0,1,96.75,1100.8,-31.049999999999955,-2.743296373194324,8950,9250,750,848.55,650,905.6,17929.65
18900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18900.00,14419,-2598,-15.267085855321149,91357,30.43,1.45,-2.1,-59.15492957746478,232850,42250,900,1.45,1800,1.7,17929.65
18900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18900.00,50,1,2.0408163265306123,5,50.21,984.9,-251.1,-20.31553398058253,11500,15500,200,892.8,500,944.35,17929.65
18950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE18950.00,4006,1500,59.85634477254589,4521,32.42,1.7,-1.8,-51.42857142857144,82500,34250,50,1.5,1550,1.85,17929.65
18950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE18950.00,7,0,0.0,1,72.52,1089.15,-25.799999999999955,-2.314005112336872,8650,9050,500,904.15,500,1010.3,17929.65
19000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19000.00,109926,-777,-0.7018779978862362,270084,32.95,1.4,-2.0500000000000003,-59.42028985507248,1647500,362650,50,1.45,500,1.7,17929.65
19000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19000.00,523,-10,-1.876172607879925,67,0.0,1036.55,-250.3500000000001,-19.453726008236856,16450,16400,150,1005.8,600,1017.05,17929.65
19050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19050.00,1984,69,3.603133159268929,3747,33.95,1.3,-1.95,-60.0,84150,40600,1800,1.0,50,1.55,17929.65
19050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19050.00,14,0,0.0,0,0.0,1159.15,36.90000000000009,3.288037424816226,9050,9750,500,1048.1,500,1107.5,17929.65
19100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19100.00,12212,-1457,-10.659155753895677,46275,35.24,1.3,-1.65,-55.93220338983051,388950,49100,1400,1.3,1500,1.5,17929.65
19100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19100.00,7,0,0.0,0,0.0,1402.55,0.0,0.0,9300,9250,500,1046.3,500,1160.2,17929.65
19150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19150.00,612,-168,-21.53846153846154,2301,35.61,1.05,-1.7499999999999998,-62.5,68400,33550,1750,1.05,50,2.1,17929.65
19150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19150.00,4,0,0.0,0,0.0,1168.2,0.0,0.0,9100,9050,500,1094.3,500,1210.2,17929.65
19200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19200.00,12303,-971,-7.31505198131686,28591,37.25,1.15,-1.7000000000000002,-59.64912280701755,417800,45800,3250,1.15,50,1.5,17929.65
19200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19200.00,7,1,16.666666666666668,1,87.37,1350.6,-76.95000000000005,-5.390354103183779,8100,8550,1000,1144.8,500,1266.85,17929.65
19250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19250.00,674,198,41.596638655462186,2328,39.06,1.3,-1.55,-54.38596491228071,99750,46700,3650,1.05,50,1.9,17929.65
19250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19250.00,3,0,0.0,0,0.0,1280.8,0.0,0.0,6800,8550,500,1190.6,500,1318.05,17929.65
19300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19300.00,9647,714,7.992835553565431,19282,39.54,1.1,-1.5499999999999998,-58.490566037735846,415800,76250,4150,1.1,50,1.4,17929.65
19300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19300.00,4,0,0.0,0,0.0,1332.4,0.0,0.0,8550,8550,500,1242.1,500,1369.3,17929.65
19350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19350.00,187,-46,-19.742489270386265,281,41.94,1.4,-1.25,-47.16981132075472,137900,36750,1800,0.9,50,3.4,17929.65
19350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19350.00,4,0,0.0,0,0.0,1381.8,0.0,0.0,8750,8600,500,1284.0,500,1394.25,17929.65
19400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19400.00,7225,512,7.626992402800536,15183,42.81,1.3,-1.2499999999999998,-49.01960784313725,426850,68250,50,1.15,200,1.3,17929.65
19400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19400.00,3,0,0.0,0,0.0,1442.0,0.0,0.0,8550,8550,500,1331.65,500,1469.4,17929.65
19450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19450.00,198,50,33.78378378378378,431,42.99,1.05,-1.45,-57.99999999999999,90750,39700,600,1.05,50,1.5,17929.65
19450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19450.00,1,0,0.0,1,106.55,1626.6,134.04999999999995,8.981273659173894,8200,6900,50,1379.35,500,1509.4,17929.65
19500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19500.00,44239,-441,-0.987018800358102,59432,43.96,1.0,-1.35,-57.44680851063831,569200,116750,1000,1.0,1500,1.05,17929.65
19500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19500.00,23,0,0.0,0,0.0,1711.0,0.0,0.0,7900,7650,500,1465.55,500,1557.55,17929.65
19550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19550.00,298,161,117.51824817518248,4814,45.4,1.05,-1.4,-57.14285714285714,223200,62050,1000,1.05,50,1.1,17929.65
19550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19550.00,1,0,0.0,0,0.0,1204.95,0.0,0.0,6850,8600,500,1496.3,500,1623.55,17929.65
19600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19600.00,1890,266,16.379310344827587,6971,45.54,0.85,-1.4,-62.22222222222222,260600,42400,1150,0.85,1100,1.05,17929.65
19600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19600.00,8,0,0.0,0,0.0,1871.4,0.0,0.0,6850,8600,500,1545.3,500,1672.85,17929.65
19650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19650.00,312,-126,-28.767123287671232,19064,47.77,1.05,-1.55,-59.61538461538461,190300,42000,1000,1.05,50,1.75,17929.65
19650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19650.00,1,0,0.0,0,0.0,1481.95,0.0,0.0,6800,8550,500,1594.3,500,1724.8,17929.65
19700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19700.00,1384,-116,-7.733333333333333,3624,49.2,1.1,-1.15,-51.11111111111111,261200,43250,4150,0.85,250,1.1,17929.65
19700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19700.00,1,0,0.0,0,0.0,1633.25,0.0,0.0,6800,8550,500,1643.4,500,1773.95,17929.65
19750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19750.00,159,-4,-2.4539877300613497,474,48.7,0.8,-1.45,-64.44444444444444,126650,42800,800,0.8,650,1.0,17929.65
19750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19750.00,1,0,0.0,0,0.0,2039.2,0.0,0.0,8550,6800,500,1692.2,500,1826.7,17929.65
19800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19800.00,4215,1413,50.42826552462527,8816,51.02,1.0,-1.2000000000000002,-54.54545454545456,292050,86050,1800,0.8,4700,1.0,17929.65
19800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19800.00,4,0,0.0,1,151.55,2079.55,250.9000000000001,13.720504197085289,8050,8100,1000,1706.15,1800,1875.5,17929.65
19850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19850.00,289,103,55.376344086021504,1274,50.29,0.7,-1.45,-67.44186046511628,220500,49400,50,0.8,50,1.2,17929.65
19850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19850.00,2,0,0.0,0,0.0,1910.55,0.0,0.0,6800,6800,500,1790.3,500,1927.9,17929.65
19900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19900.00,2458,45,1.8648984666390385,12170,51.03,0.65,-1.4500000000000002,-69.04761904761905,308750,47150,4000,0.65,100,0.7,17929.65
19900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19900.00,3,0,0.0,0,0.0,2042.25,0.0,0.0,6800,8550,500,1839.35,500,1977.35,17929.65
19950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE19950.00,400,32,8.695652173913043,5860,53.56,0.85,-1.25,-59.523809523809526,333700,53500,50,0.9,250,1.15,17929.65
19950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE19950.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8600,6850,500,1881.3,500,2000.2,17929.65
20000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE20000.00,76442,-9242,-10.78614443770132,135128,53.62,0.7,-1.35,-65.85365853658537,1081050,533400,78950,0.65,86300,0.7,17929.65
20000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE20000.00,1,0,0.0,0,0.0,1530.2,0.0,0.0,8950,7200,500,1954.8,500,2074.2,17929.65
15750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE15750.00,23,-1,-4.166666666666667,8,96.95,2204.9,36.70000000000027,1.6926482796790092,11450,6650,500,2206.05,200,2255.15,17929.65
15750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE15750.00,5218,1605,44.422917243288126,19530,62.34,0.55,-0.3999999999999999,-42.105263157894726,248600,111300,12400,0.55,1200,0.6,17929.65
15800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE15800.00,30,29,2900.0,35,114.97,2181.0,221.04999999999995,11.278348937472892,7850,6100,50,2161.4,500,2266.8,17929.65
15800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE15800.00,5343,233,4.559686888454012,7844,62.4,0.7,-0.6000000000000001,-46.15384615384615,266550,30300,850,0.7,1000,0.8,17929.65
15850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE15850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,6900,6900,550,2032.05,500,2196.6,17929.65
15850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE15850.00,69,3,4.545454545454546,1949,60.99,0.7,-0.6500000000000001,-48.14814814814816,65400,5550,1800,0.65,50,1.1,17929.65
15900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE15900.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8600,5000,500,1983.1,450,2175.75,17929.65
15900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE15900.00,5064,-764,-13.109128345916266,13556,59.15,0.65,-0.7499999999999999,-53.57142857142857,224650,17300,2550,0.65,300,0.7,17929.65
15950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE15950.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8550,8550,500,1925.35,500,2123.25,17929.65
15950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE15950.00,0,0,0.0,0,0.0,0.0,0.0,0.0,17000,300,1500,0.75,300,1.7,17929.65
16000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16000.00,89,0,0.0,19,0.0,1839.9,111.25,6.435657883319353,12150,7700,50,1961.9,450,1999.7,17929.65
16000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16000.00,28236,-2202,-7.234378080031539,43751,58.25,0.9,-0.7999999999999999,-47.05882352941176,331700,63150,2500,0.9,1000,0.95,17929.65
16050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16050.00,12,0,0.0,0,0.0,1804.2,0.0,0.0,9150,5550,500,1893.35,500,2003.5,17929.65
16050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16050.00,249,-96,-27.82608695652174,494,54.52,0.6,-1.0,-62.5,19900,6500,100,0.55,50,1.05,17929.65
16100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16100.00,0,0,0.0,0,0.0,1573.35,0.0,0.0,8600,5000,50,1797.6,450,1967.85,17929.65
16100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16100.00,4456,100,2.295684113865932,6123,61.13,2.15,0.2999999999999998,16.216216216216207,115100,16350,50,0.75,1600,1.9,17929.65
16150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16150.00,0,0,0.0,0,0.0,0.0,0.0,0.0,6800,6800,500,1743.65,500,1912.7,17929.65
16150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16150.00,66,28,73.6842105263158,1950,54.85,1.05,-0.8499999999999999,-44.73684210526315,23300,3900,900,1.05,650,1.15,17929.65
16200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16200.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8650,5100,500,1707.15,450,1863.8,17929.65
16200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16200.00,7864,-677,-7.926472310033954,12758,51.88,0.8,-1.2,-60.0,152400,22700,1550,0.8,50,1.3,17929.65
16250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16250.00,0,0,0.0,0,0.0,0.0,0.0,0.0,6800,3050,500,1694.3,250,1809.75,17929.65
16250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16250.00,85,62,269.5652173913044,3085,49.77,0.7,-1.4,-66.66666666666667,26200,4500,1500,0.55,600,0.9,17929.65
16300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16300.00,6,0,0.0,6,0.0,1446.1,35.44999999999982,2.513025910041457,8150,4600,50,1663.9,50,1750.75,17929.65
16300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16300.00,5922,-241,-3.910433230569528,15945,49.96,0.95,-1.0,-51.28205128205129,179250,47400,1200,0.95,1000,1.0,17929.65
16350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16350.00,1,0,0.0,1,0.0,1580.55,-274.54999999999995,-14.799741253840764,8550,8550,500,1531.2,500,1713.2,17929.65
16350,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16350.00,82,46,127.77777777777776,3159,46.24,0.6,-1.4499999999999995,-70.73170731707317,49100,4900,5400,0.6,300,0.8,17929.65
16400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16400.00,21,0,0.0,0,0.0,1298.1,0.0,0.0,9200,9200,500,1543.8,1100,1646.75,17929.65
16400,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16400.00,5173,-2482,-32.42325277596342,27185,47.86,1.1,-0.9499999999999996,-46.34146341463413,224850,23050,1800,0.9,2250,1.1,17929.65
16450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16450.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8650,8200,500,1491.85,50,1554.9,17929.65
16450,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16450.00,182,3,1.675977653631285,514,46.41,1.1,-1.1,-50.0,60650,10450,50,0.6,450,1.8,17929.65
16500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16500.00,44,-1,-2.2222222222222223,1,0.0,1339.85,119.44999999999982,9.787774500163865,10050,5850,700,1450.1,200,1547.0,17929.65
16500,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16500.00,37108,4035,12.200284219756297,123580,44.96,1.1,-1.25,-53.191489361702125,1635300,139200,39700,1.05,3950,1.1,17929.65
16550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16550.00,2,0,0.0,0,0.0,1302.85,0.0,0.0,8600,6850,50,1346.45,50,1512.6,17929.65
16550,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16550.00,783,-24,-2.973977695167286,1212,42.27,0.85,-1.7999999999999998,-67.9245283018868,94100,12000,2250,0.85,50,1.65,17929.65
16600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16600.00,12,2,20.0,5,70.02,1365.1,251.5999999999999,22.59541984732824,9350,6900,500,1342.85,100,1404.7,17929.65
16600,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16600.00,12829,-3654,-22.16829460656433,67936,42.05,1.1,-1.9,-63.33333333333333,432450,10950,5700,1.1,100,1.25,17929.65
16650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16650.00,5,1,25.0,5,80.62,1340.9,213.6500000000001,18.953204701707705,8600,6850,500,1239.75,500,1411.75,17929.65
16650,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16650.00,1343,-81,-5.688202247191011,1645,40.38,1.05,-2.4000000000000004,-69.56521739130436,33150,11000,350,1.0,50,1.65,17929.65
16700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16700.00,119,-5,-4.032258064516129,7,78.12,1290.65,290.6500000000001,29.06500000000001,9000,7100,200,1288.55,200,1303.75,17929.65
16700,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16700.00,14766,-292,-1.939168548279984,78789,40.46,1.45,-2.0,-57.971014492753625,426600,23450,2350,1.35,1050,1.4,17929.65
16750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16750.00,11,-4,-26.666666666666668,4,0.0,1020.05,64.34999999999991,6.733284503505274,8900,7100,400,1193.95,400,1292.75,17929.65
16750,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16750.00,1873,-106,-5.356240525517938,4374,40.04,1.8,-2.25,-55.55555555555556,20350,6000,450,1.4,50,1.85,17929.65
16800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16800.00,47,0,0.0,8,58.59,1160.25,249.95000000000005,27.4579808854224,11150,7950,400,1144.5,500,1242.25,17929.65
16800,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16800.00,35657,21074,144.51073167386684,166955,38.78,1.9,-2.6,-57.777777777777786,327750,22750,150,1.6,1450,1.9,17929.65
16850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16850.00,2,0,0.0,0,0.0,924.7,0.0,0.0,9500,7600,200,1116.0,500,1192.25,17929.65
16850,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16850.00,2914,358,14.006259780907667,11935,37.37,1.95,-3.2,-62.13592233009708,52250,5800,700,1.5,750,2.0,17929.65
16900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16900.00,39,0,0.0,3,0.0,990.1,146.80000000000007,17.407802679947835,11000,10150,500,1049.05,2050,1140.85,17929.65
16900,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16900.00,20650,3883,23.1585853163953,121798,35.45,1.8,-4.25,-70.24793388429752,298150,38100,750,1.7,1100,1.8,17929.65
16950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE16950.00,4,2,100.0,5,65.79,1040.05,244.65,30.758109127483024,15000,9050,500,995.5,1000,1092.5,17929.65
16950,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE16950.00,3083,506,19.63523476911137,13954,34.4,2.0,-5.0,-71.42857142857143,33350,14300,1800,1.7,800,2.0,17929.65
17000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17000.00,916,357,63.86404293381037,1006,65.84,996.9,285.5,40.13213382063537,122950,16100,550,995.3,350,998.15,17929.65
17000,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17000.00,58368,13599,30.37592977283388,324206,32.84,2.0,-6.050000000000001,-75.15527950310559,1040400,149250,200,2.0,1500,2.2,17929.65
17050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17050.00,21,6,40.0,18,0.0,819.65,159.29999999999995,24.123570833648813,36250,15800,500,906.2,200,953.3,17929.65
17050,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17050.00,4480,736,19.65811965811966,26020,31.7,2.2,-6.9,-75.82417582417582,126650,13600,50,2.05,750,2.2,17929.65
17100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17100.00,55,2,3.7735849056603774,85,52.08,873.65,228.0,35.31325021296368,30600,17750,50,870.9,1400,907.85,17929.65
17100,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17100.00,22509,7710,52.09811473748226,173015,30.12,2.2,-8.5,-79.4392523364486,230050,51750,1500,2.15,50,2.7,17929.65
17150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17150.00,8,1,14.285714285714286,8,59.7,851.35,284.05000000000007,50.07050943063637,29100,13100,1950,815.05,700,857.1,17929.65
17150,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17150.00,5517,-476,-7.942599699649591,60769,28.81,2.35,-10.75,-82.06106870229007,27550,17300,2800,2.05,950,2.5,17929.65
17200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17200.00,108,15,16.129032258064516,239,55.91,797.65,268.29999999999995,50.684802115802384,49600,16300,3400,788.05,150,800.3,17929.65
17200,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17200.00,40914,9028,28.31336636768488,325264,27.38,2.45,-13.5,-84.63949843260188,229050,96200,300,2.2,200,2.55,17929.65
17250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17250.00,17,-9,-34.61538461538461,95,53.09,746.95,276.6,58.80727118103541,41500,15150,50,741.9,100,750.15,17929.65
17250,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021PE17250.00,7485,1730,30.06081668114683,86610,25.99,2.6,-16.849999999999998,-86.63239074550127,84400,36250,1800,2.3,600,2.9,17929.65
17300,03-Nov-2021,NIFTY,OPTIDXNIFTY03-11-2021CE17300.00,345,3,0.8771929824561403,1242,50.33,696.5,260.45,59.72938883155601,52400,16300,50,694.2,100,699.65,17929.65
